Symbol,Market Cap,Country,Industry,Sector
AGEN,126170976,United States,biotechnology,healthcare
MERC,125927112,Canada,paper-paper-products,basic-materials
ZJK,125729832,China,specialty-industrial-machinery,industrials
HSDT,125556256,United States,asset-management,financial-services
BTMD,125370408,United States,medical-care-facilities,healthcare
AKA,125357608,United States,apparel-retail,consumer-cyclical
SVCO,125313008,United States,software-application,technology
NEOV,125056520,United States,electrical-equipment-parts,industrials
ABOS,124781248,United States,biotechnology,healthcare
USGO,124768024,United States,other-industrial-metals-mining,basic-materials
RMMZ,124373048,United States,asset-management,financial-services
CTW,124176000,Japan,electronic-gaming-multimedia,communication-services
EDAP,123767808,France,medical-distribution,healthcare
COYA,123663528,United States,biotechnology,healthcare
YOUL,123198560,China,education-training-services,consumer-defensive
ELDN,123056192,United States,biotechnology,healthcare
ORMP,122732552,United States,biotechnology,healthcare
SRFM,122653496,United States,airlines,industrials
PRLD,121958632,United States,biotechnology,healthcare
GPMT,121832736,United States,reit-mortgage,real-estate
VGAS,121620464,United States,utilities-renewable,utilities
ZEO,121290824,United States,solar,technology
NIPG,121214248,Sweden,entertainment,communication-services
OMEX,120952528,United States,other-industrial-metals-mining,basic-materials
WRAP,120624880,United States,scientific-technical-instruments,technology
STIM,120535216,United States,medical-devices,healthcare
GNT,120351424,United States,asset-management,financial-services
EXOZ,119937680,United States,biotechnology,healthcare
SLGL,119148112,Israel,biotechnology,healthcare
ARAY,119008184,United States,medical-devices,healthcare
JHI,118838392,United States,asset-management,financial-services
ONL,118823880,United States,reit-office,real-estate
EML,118642104,United States,tools-accessories,industrials
BHST,117802304,Canada,packaged-foods,consumer-defensive
DLTH,117621840,United States,apparel-retail,consumer-cyclical
CXE,117275872,United States,asset-management,financial-services
ANNA,117100456,United States,oil-gas-e-p,energy
VWAV,116973504,United States,aerospace-defense,industrials
GGZ,115594888,United States,asset-management,financial-services
YTRA,115547744,India,travel-services,consumer-cyclical
DTIL,115544416,United States,biotechnology,healthcare
LSBK,115067288,United States,banks-regional,financial-services
FURY,115016320,Canada,other-industrial-metals-mining,basic-materials
RVSB,114749584,United States,banks-regional,financial-services
EP,114675584,United States,oil-gas-e-p,energy
AVD,114441920,United States,agricultural-inputs,basic-materials
KPTI,114411376,United States,biotechnology,healthcare
GRWG,114300976,United States,specialty-retail,consumer-cyclical
RILY,113821088,United States,financial-conglomerates,financial-services
HOFT,113273840,United States,furnishings-fixtures-appliances,consumer-cyclical
FGNX,112292496,United States,asset-management,financial-services
GMGI,112284112,United States,electronic-gaming-multimedia,communication-services
BLNK,112084048,United States,engineering-construction,industrials
ILLR,111953216,United States,software-application,technology
MGYR,111287360,United States,banks-regional,financial-services
WHWK,111222928,United States,biotechnology,healthcare
OVID,111091264,United States,biotechnology,healthcare
ARAI,110851376,United States,software-infrastructure,technology
GLU,110833480,United States,asset-management,financial-services
IH,110771400,China,education-training-services,consumer-defensive
TORO,110588568,Cyprus,oil-gas-midstream,energy
NOMA,110310624,United States,leisure,consumer-cyclical
NCSM,109843968,United States,oil-gas-equipment-services,energy
KEQU,109782504,United States,furnishings-fixtures-appliances,consumer-cyclical
HQI,109557000,United States,staffing-employment-services,industrials
ZENA,109385640,Canada,software-infrastructure,technology
ACOG,108927944,Canada,biotechnology,healthcare
GRO,108868856,Canada,other-industrial-metals-mining,basic-materials
NPT,108484648,China,specialty-retail,consumer-cyclical
BARK,107657080,United States,specialty-retail,consumer-cyclical
CSBR,107549688,United States,biotechnology,healthcare
ANIX,107309144,United States,biotechnology,healthcare
MLCI,106897576,United States,asset-management,financial-services
SFBC,106387088,United States,banks-regional,financial-services
UNB,105991440,United States,banks-regional,financial-services
HAIN,105963640,United States,packaged-foods,consumer-defensive
BSBK,105694872,United States,banks-regional,financial-services
LUNG,105179928,United States,medical-devices,healthcare
PROV,104836600,United States,banks-regional,financial-services
TYGO,104824848,United States,solar,technology
AEI,104266088,United States,real-estate-development,real-estate
MB,104238904,Hong Kong,restaurants,consumer-cyclical
FLL,104029912,United States,resorts-casinos,consumer-cyclical
QUIK,103908728,United States,semiconductors,technology
CNTX,103823472,United States,biotechnology,healthcare
RCEL,103676584,United States,medical-devices,healthcare
VIRC,103235480,United States,furnishings-fixtures-appliances,consumer-cyclical
FGMC,103163920,United States,shell-companies,financial-services
FBIO,103045944,United States,biotechnology,healthcare
CRDL,102997576,Canada,drug-manufacturers-specialty-generic,healthcare
MATH,102695760,Hong Kong,capital-markets,financial-services
SEER,102377768,United States,biotechnology,healthcare
CODA,102252200,United States,aerospace-defense,industrials
AXR,102139520,United States,real-estate-development,real-estate
VANI,102133136,United States,biotechnology,healthcare
KZIA,102064032,Australia,biotechnology,healthcare
ATLX,101968632,Brazil,other-industrial-metals-mining,basic-materials
WWR,101919296,United States,other-industrial-metals-mining,basic-materials
NCTY,101249144,China,capital-markets,financial-services
SCLX,101221064,United States,drug-manufacturers-general,healthcare
ZNTL,101151088,United States,biotechnology,healthcare
EGG,100818720,Singapore,consulting-services,industrials
FSP,100496672,United States,reit-office,real-estate
LIDR,100472640,United States,software-infrastructure,technology
STHO,100206744,United States,real-estate-services,real-estate
ANVS,100180912,United States,biotechnology,healthcare
AISP,100134408,United States,software-infrastructure,technology
ZNB,99894376,China,entertainment,communication-services
GAIA,99676464,United States,entertainment,communication-services
PROP,99609832,United States,oil-gas-e-p,energy
SOL,99563952,United States,solar,technology
CTM,99343384,United States,information-technology-services,technology
ONCY,99320680,Canada,biotechnology,healthcare
LFS,99148752,Japan,entertainment,communication-services
MGF,99074184,United States,asset-management,financial-services
DTI,98556584,United States,oil-gas-equipment-services,energy
SSTI,98492640,United States,software-application,technology
HURC,98468848,United States,specialty-industrial-machinery,industrials
BIOX,98392152,Argentina,agricultural-inputs,basic-materials
OPXS,98242584,United States,aerospace-defense,industrials
XTNT,98002968,United States,medical-devices,healthcare
QVCGA,97856120,United States,internet-retail,consumer-cyclical
PEW,97551744,United States,aerospace-defense,industrials
AOUT,97457168,United States,leisure,consumer-cyclical
GECC,97007304,United States,asset-management,financial-services
BTM,96632952,United States,capital-markets,financial-services
MMLP,96466072,United States,oil-gas-midstream,energy
SNCR,96432304,United States,software-infrastructure,technology
OTLK,96390376,United States,biotechnology,healthcare
ADVM,96257760,United States,biotechnology,healthcare
CHGG,96247752,United States,education-training-services,consumer-defensive
GNSS,96179096,United States,scientific-technical-instruments,technology
EVF,96029968,United States,asset-management,financial-services
CURV,95794488,United States,apparel-retail,consumer-cyclical
ULBI,95731448,United States,electrical-equipment-parts,industrials
ENTX,95383056,Israel,biotechnology,healthcare
SEAT,95069144,United States,internet-content-information,communication-services
MX,94632200,South Korea,semiconductors,technology
RPTX,94568664,Canada,biotechnology,healthcare
RSSS,94325608,United States,software-application,technology
LPA,94221096,United States,real-estate-development,real-estate
SRL,94075736,China,capital-markets,financial-services
AMTX,93763016,United States,specialty-chemicals,basic-materials
SLNG,93539400,United States,oil-gas-integrated,energy
BGL,93373800,Cayman Islands,gold,basic-materials
CHMI,93334392,United States,reit-mortgage,real-estate
SORA,93240000,Hong Kong,luxury-goods,consumer-cyclical
SHIM,93120248,United States,engineering-construction,industrials
MPU,92929896,Singapore,entertainment,communication-services
ICG,92889248,China,semiconductors,technology
FONR,92870072,United States,diagnostics-research,healthcare
BAER,92756984,United States,security-protection-services,industrials
PZG,92462936,United States,gold,basic-materials
RMI,92367080,United States,asset-management,financial-services
ATOS,92318816,United States,biotechnology,healthcare
SPRU,92297824,United States,solar,technology
INTT,92252568,United States,semiconductor-equipment-materials,technology
LCUT,91762624,United States,furnishings-fixtures-appliances,consumer-cyclical
ZYBT,91465352,China,drug-manufacturers-specialty-generic,healthcare
FNGR,91213664,Singapore,telecom-services,communication-services
PBHC,91135736,United States,banks-regional,financial-services
AUBN,90906048,United States,banks-regional,financial-services
TTRX,90691168,United States,biotechnology,healthcare
BEAT,90586576,United States,health-information-services,healthcare
HYPR,90143360,United States,medical-devices,healthcare
DCGO,89988304,United States,medical-care-facilities,healthcare
AMTD,89855968,France,asset-management,financial-services
ABVE,89841696,Canada,packaged-foods,consumer-defensive
FNWB,89281000,United States,banks-regional,financial-services
ANEB,89153872,United States,biotechnology,healthcare
SOHO,89141440,United States,reit-hotel-motel,real-estate
FEAM,89110040,United States,specialty-chemicals,basic-materials
CTOR,89037736,United States,drug-manufacturers-specialty-generic,healthcare
CMTL,88888128,United States,communication-equipment,technology
PFX,88831560,United States,asset-management,financial-services
CMU,88778616,United States,asset-management,financial-services
BURU,88517240,United States,specialty-industrial-machinery,industrials
ATLN,88373488,United States,staffing-employment-services,industrials
HTCO,87881664,Singapore,marine-shipping,industrials
BMHL,87789312,Hong Kong,capital-markets,financial-services
IROQ,87535848,United States,banks-regional,financial-services
FMN,87178528,United States,asset-management,financial-services
FSI,86943616,Canada,specialty-chemicals,basic-materials
MGNX,86664192,United States,biotechnology,healthcare
RFM,86584136,United States,asset-management,financial-services
STEC,86511600,Hong Kong,software-application,technology
GEG,86373880,United States,asset-management,financial-services
SPRB,86346744,United States,biotechnology,healthcare
GPUS,86287352,United States,aerospace-defense,industrials
BMEA,86258440,United States,biotechnology,healthcare
GRAN,85926560,Hong Kong,capital-markets,financial-services
SQNS,85912752,France,semiconductors,technology
PSTV,85838184,United States,biotechnology,healthcare
DFLI,85770888,United States,electrical-equipment-parts,industrials
PRPL,85546712,United States,furnishings-fixtures-appliances,consumer-cyclical
EUDA,85444928,Singapore,real-estate-services,real-estate
TSQ,85101384,United States,advertising-agencies,communication-services
JFB,84638856,United States,real-estate-development,real-estate
NXC,84612264,United States,asset-management,financial-services
STRO,84597568,United States,biotechnology,healthcare
TOUR,84281232,China,travel-services,consumer-cyclical
KNDI,84265952,China,recreational-vehicles,consumer-cyclical
THAR,84107552,United States,biotechnology,healthcare
BOTJ,84051768,United States,banks-regional,financial-services
MYPS,83972632,United States,electronic-gaming-multimedia,communication-services
RADX,83798048,Australia,biotechnology,healthcare
NSPR,83470864,United States,medical-devices,healthcare
RGT,83378152,United States,asset-management,financial-services
INVE,83377904,United States,building-products-equipment,industrials
TUSK,83375680,United States,conglomerates,industrials
WKEY,83248784,Switzerland,semiconductors,technology
TZOO,83015904,United States,internet-content-information,communication-services
SILC,82714128,Israel,communication-equipment,technology
CBUS,82696328,United States,biotechnology,healthcare
GOCO,82696320,United States,insurance-brokers,financial-services
HYFT,82615992,United States,biotechnology,healthcare
ELBM,82414848,Canada,other-industrial-metals-mining,basic-materials
GCV,82110128,United States,asset-management,financial-services
AEC,82107216,Canada,uranium,energy
NUKK,82063624,United States,software-application,technology
IZEA,82032352,United States,internet-content-information,communication-services
LFVN,81922656,United States,packaged-foods,consumer-defensive
BYSI,81833416,United States,biotechnology,healthcare
MHH,81782240,United States,staffing-employment-services,industrials
GCTS,81652368,United States,semiconductors,technology
DRIO,81218224,United States,health-information-services,healthcare
ACRV,81096672,United States,biotechnology,healthcare
MOB,80980696,Israel,aerospace-defense,industrials
LAKE,80900560,United States,apparel-manufacturing,consumer-cyclical
FUSB,80794104,United States,banks-regional,financial-services
DLHC,80726208,United States,specialty-business-services,industrials
KG,80632344,Bermuda,insurance-brokers,financial-services
COEP,80582272,United States,biotechnology,healthcare
BWEN,80275416,United States,specialty-industrial-machinery,industrials
SKLZ,80201832,United States,electronic-gaming-multimedia,communication-services
HLP,80048240,China,steel,basic-materials
LGO,80005496,Canada,other-industrial-metals-mining,basic-materials
DTF,79902992,United States,asset-management,financial-services
HUSA,79743488,United States,oil-gas-e-p,energy
MLGO,79706920,China,software-infrastructure,technology
KORE,79455912,United States,telecom-services,communication-services
MTC,79338696,Hong Kong,software-application,technology
TVGN,79138192,United States,biotechnology,healthcare
CBAT,78939120,China,electrical-equipment-parts,industrials
ADAG,78709224,China,biotechnology,healthcare
FDSB,78533504,United States,banks-regional,financial-services
STG,78280016,China,education-training-services,consumer-defensive
SSBI,78211136,United States,banks-regional,financial-services
CPHC,77945432,United States,resorts-casinos,consumer-cyclical
VHC,77669624,United States,software-infrastructure,technology
OTH,77425000,United States,auto-truck-dealerships,consumer-cyclical
FOFO,77390896,Hong Kong,consulting-services,industrials
UBCP,77371760,United States,banks-regional,financial-services
CRVO,77260208,United States,biotechnology,healthcare
BRID,77153080,United States,packaged-foods,consumer-defensive
XBIT,77133960,United States,biotechnology,healthcare
MAYS,77103584,United States,real-estate-services,real-estate
SOHOO,76985512,United States,reit-hotel-motel,real-estate
AMWL,76944856,United States,health-information-services,healthcare
DHX,76816568,United States,software-application,technology
LSE,76782752,China,oil-gas-equipment-services,energy
SAFX,76621400,United States,utilities-renewable,utilities
INCR,76553872,Israel,drug-manufacturers-specialty-generic,healthcare
MNOV,76512144,United States,biotechnology,healthcare
LFT,76452800,United States,reit-mortgage,real-estate
PLRX,76197240,United States,biotechnology,healthcare
CCG,76115232,China,internet-content-information,communication-services
ALXO,75905200,United States,biotechnology,healthcare
ACET,75861512,United States,biotechnology,healthcare
IOR,75834216,United States,mortgage-finance,financial-services
TIL,75415576,United States,biotechnology,healthcare
UHG,75281456,United States,residential-construction,consumer-cyclical
TZUP,75263112,United States,advertising-agencies,communication-services
FGBI,75075912,United States,banks-regional,financial-services
KRRO,74961672,United States,biotechnology,healthcare
SOHOB,74718632,United States,reit-hotel-motel,real-estate
AP,74597848,United States,metal-fabrication,industrials
HCHL,74542560,Hong Kong,restaurants,consumer-cyclical
OCC,74511728,United States,communication-equipment,technology
GLV,74458104,United States,asset-management,financial-services
RRGB,74372864,United States,restaurants,consumer-cyclical
AFCG,74336040,United States,reit-mortgage,real-estate
EQ,74289808,United States,biotechnology,healthcare
JFU,74172008,China,information-technology-services,technology
THCH,73944328,China,restaurants,consumer-cyclical
HNNA,73868344,United States,asset-management,financial-services
ALGS,73842984,United States,biotechnology,healthcare
IMUX,73818728,United States,biotechnology,healthcare
ATOM,73816800,United States,semiconductor-equipment-materials,technology
SGA,73672704,United States,broadcasting,communication-services
GENK,73461296,United States,restaurants,consumer-cyclical
SPAI,73406448,United States,aerospace-defense,industrials
BODI,73219424,United States,internet-content-information,communication-services
MIND,73118088,United States,scientific-technical-instruments,technology
ATHR,72970680,United States,software-application,technology
DIT,72879408,United States,food-distribution,consumer-defensive
RVPH,72659520,United States,biotechnology,healthcare
OM,72067768,United States,medical-devices,healthcare
ATYR,71863392,United States,biotechnology,healthcare
VRCA,71744664,United States,biotechnology,healthcare
CEV,71742464,United States,asset-management,financial-services
NTIC,71674008,United States,specialty-chemicals,basic-materials
MCHX,71567208,United States,advertising-agencies,communication-services
XCH,71341848,China,specialty-industrial-machinery,industrials
LVRO,71154400,Brazil,agricultural-inputs,basic-materials
OKYO,71084176,United Kingdom,biotechnology,healthcare
ASRT,71024416,United States,drug-manufacturers-specialty-generic,healthcare
ZTEK,70822296,Canada,medical-instruments-supplies,healthcare
RGS,70743664,United States,personal-services,consumer-cyclical
KBSX,69834960,Taiwan,steel,basic-materials
NA,69582744,China,semiconductors,technology
HIT,69428744,United States,software-application,technology
CPBI,69385456,United States,banks-regional,financial-services
HOVR,69368304,Canada,aerospace-defense,industrials
RITR,69320336,Hong Kong,engineering-construction,industrials
OFS,69268072,United States,asset-management,financial-services
DOMH,69173720,United States,capital-markets,financial-services
IMA,68990944,United States,biotechnology,healthcare
HOUR,68945592,United States,internet-retail,consumer-cyclical
ASPS,68929552,Luxembourg,real-estate-services,real-estate
PTHS,68678656,United States,biotechnology,healthcare
TISI,68632960,United States,specialty-business-services,industrials
RDGT,68479720,China,pharmaceutical-retailers,healthcare
ESLA,68355712,United States,biotechnology,healthcare
UCL,68190352,Hong Kong,telecom-services,communication-services
RCT,68109024,United Kingdom,software-application,technology
SFWL,68107224,China,integrated-freight-logistics,industrials
CYPH,67982208,United States,asset-management,financial-services
YIBO,67823184,China,computer-hardware,technology
IFRX,67747128,Germany,biotechnology,healthcare
JLHL,67565336,China,building-products-equipment,industrials
XBP,67219136,United States,software-infrastructure,technology
BEDU,66883960,United Kingdom,education-training-services,consumer-defensive
ZENV,66760456,Brazil,software-application,technology
CALC,66715668,United States,biotechnology,healthcare
ZOOZ,66702708,Israel,specialty-retail,consumer-cyclical
PYPD,66539160,Israel,biotechnology,healthcare
SNT,66495204,Canada,security-protection-services,industrials
FORA,66269228,United States,health-information-services,healthcare
TENX,66244328,United States,biotechnology,healthcare
SOHON,65773688,United States,reit-hotel-motel,real-estate
UFI,65363964,United States,textile-manufacturing,consumer-cyclical
WFCF,65274064,United States,specialty-business-services,industrials
CXH,65019812,United States,asset-management,financial-services
CLNN,64484032,United States,packaged-foods,consumer-defensive
TEAD,64356880,United States,internet-content-information,communication-services
RSF,63964328,United States,asset-management,financial-services
PMVP,63853812,United States,biotechnology,healthcare
INTG,63776740,United States,lodging,consumer-cyclical
RFL,63668244,United States,real-estate-services,real-estate
ONMD,63434764,United States,health-information-services,healthcare
NNBR,63376124,United States,conglomerates,industrials
WYY,63302412,United States,information-technology-services,technology
MGRT,63250000,Hong Kong,information-technology-services,technology
CATO,63195540,United States,apparel-retail,consumer-cyclical
CLST,63116168,United States,banks-regional,financial-services
RFIL,63044616,United States,electrical-equipment-parts,industrials
FLNT,62875476,United States,advertising-agencies,communication-services
STSS,62662060,United States,medical-instruments-supplies,healthcare
MRNO,62659376,United Kingdom,real-estate-development,real-estate
AMPG,62533432,United States,communication-equipment,technology
EJH,61930984,China,personal-services,consumer-cyclical
XPL,61694728,United States,other-industrial-metals-mining,basic-materials
NSTS,61663480,United States,banks-regional,financial-services
NSRX,61605520,Israel,drug-manufacturers-general,healthcare
UBXG,61476812,China,software-infrastructure,technology
PETS,61330520,United States,pharmaceutical-retailers,healthcare
DXR,61060036,United States,medical-instruments-supplies,healthcare
ALOT,61031008,United States,computer-hardware,technology
ELTK,60747236,Israel,electronic-components,technology
LASE,60689436,United States,specialty-industrial-machinery,industrials
SLGB,60680000,Hong Kong,integrated-freight-logistics,industrials
SRTS,60663736,United States,medical-devices,healthcare
MGX,60450272,United States,biotechnology,healthcare
PVL,60390000,United States,oil-gas-e-p,energy
MIRA,60301568,United States,drug-manufacturers-general,healthcare
BDSX,60160000,United States,diagnostics-research,healthcare
HMR,60148116,Greece,marine-shipping,industrials
NAMM,60118724,Cayman Islands,gold,basic-materials
PSQH,60110572,United States,software-application,technology
PBBK,59672996,United States,banks-regional,financial-services
MDIA,59381872,United States,broadcasting,communication-services
CPSH,59331616,United States,electronic-components,technology
WGRX,59327976,United States,pharmaceutical-retailers,healthcare
LITM,59306428,Canada,other-industrial-metals-mining,basic-materials
PODC,59203612,United States,internet-content-information,communication-services
STKS,59099080,United States,restaurants,consumer-cyclical
DXLG,59028932,United States,apparel-retail,consumer-cyclical
VATE,58989872,United States,engineering-construction,industrials
PARK,58878644,United States,medical-care-facilities,healthcare
AIRE,58835424,United States,real-estate-services,real-estate
NTRB,58834960,United States,biotechnology,healthcare
OSTX,58807968,United States,biotechnology,healthcare
ORGN,58797292,United States,chemicals,basic-materials
NRXP,58618196,United States,biotechnology,healthcare
NRT,58084532,United States,oil-gas-e-p,energy
OPTT,57736212,United States,specialty-industrial-machinery,industrials
SPWH,57721644,United States,specialty-retail,consumer-cyclical
MI,57703196,Hong Kong,internet-retail,consumer-cyclical
CVGI,57668276,United States,auto-parts,consumer-cyclical
BDL,57618056,United States,restaurants,consumer-cyclical
GNS,57510848,Singapore,education-training-services,consumer-defensive
STKE,57347260,Canada,capital-markets,financial-services
INKT,57174808,United States,biotechnology,healthcare
SUUN,57159160,Canada,utilities-renewable,utilities
OPAD,57132912,United States,real-estate-services,real-estate
FSEA,56994456,United States,banks-regional,financial-services
LVO,56866420,United States,entertainment,communication-services
MAXN,56724744,Singapore,solar,technology
MNY,56663460,Singapore,internet-content-information,communication-services
SOTK,56619728,United States,scientific-technical-instruments,technology
BRAG,56497840,Canada,gambling,consumer-cyclical
SELF,56351060,United States,reit-specialty,real-estate
LITS,56281656,United States,biotechnology,healthcare
CDLX,56218808,United States,advertising-agencies,communication-services
RYM,55812852,United States,tobacco,consumer-defensive
BENF,55776392,United States,asset-management,financial-services
LOCL,55677704,United States,farm-products,consumer-defensive
LOAN,55591852,United States,reit-mortgage,real-estate
KSCP,55587804,United States,security-protection-services,industrials
ICCC,55541524,United States,biotechnology,healthcare
LPSN,55211464,United States,software-application,technology
TLYS,55157344,United States,apparel-retail,consumer-cyclical
AGH,55106048,United States,leisure,consumer-cyclical
TLPH,54999348,United States,drug-manufacturers-specialty-generic,healthcare
ANL,54981400,Cayman Islands,biotechnology,healthcare
TCRX,54636968,United States,biotechnology,healthcare
ATHE,54558340,Australia,biotechnology,healthcare
LICN,54449960,China,specialty-business-services,industrials
HURA,54410988,United States,biotechnology,healthcare
BLNE,54399880,United States,mortgage-finance,financial-services
LINK,54337524,United States,electronic-components,technology
ALAR,54246612,Israel,software-infrastructure,technology
OESX,54022312,United States,electrical-equipment-parts,industrials
AXIL,53926588,United States,consumer-electronics,technology
DBGI,53715644,United States,apparel-retail,consumer-cyclical
CSTE,53585468,Israel,building-products-equipment,industrials
GMHS,53569360,China,electronic-gaming-multimedia,communication-services
GGR,53332200,Taiwan,auto-manufacturers,consumer-cyclical
HKIT,53324844,China,software-application,technology
DWSN,53091740,United States,oil-gas-equipment-services,energy
WBX,53056160,Spain,electronic-components,technology
YXT,52806392,China,software-application,technology
AIRT,52701480,United States,conglomerates,industrials
BYFC,52617724,United States,banks-regional,financial-services
DSWL,52586288,Macau,electronic-components,technology
REFR,52491228,United States,electronic-components,technology
ASRV,52210364,United States,banks-regional,financial-services
FTEK,52205056,United States,pollution-treatment-controls,industrials
PLUT,52190000,Hong Kong,capital-markets,financial-services
GROV,51734568,United States,household-personal-products,consumer-defensive
UONE,51697660,United States,broadcasting,communication-services
OPTX,51688320,United States,electronic-components,technology
TDTH,51654916,Singapore,information-technology-services,technology
NEPH,51645680,United States,medical-instruments-supplies,healthcare
SYPR,51587132,United States,auto-parts,consumer-cyclical
SACH,51506412,United States,reit-mortgage,real-estate
FKWL,51379464,United States,communication-equipment,technology
VRA,51157692,United States,footwear-accessories,consumer-cyclical
VTSI,51022240,United States,software-application,technology
FBIOP,50994764,United States,biotechnology,healthcare
IOBT,50817468,Denmark,biotechnology,healthcare
TWNP,50796440,United States,restaurants,consumer-cyclical
INMB,50777840,United States,biotechnology,healthcare
FEMY,50719548,United States,medical-instruments-supplies,healthcare
KNRX,50502368,Singapore,software-application,technology
RAND,50486840,United States,asset-management,financial-services
GLTO,50323664,Denmark,biotechnology,healthcare
TELA,50319504,United States,medical-devices,healthcare
PDSB,50266996,United States,biotechnology,healthcare
GRCE,50135848,United States,biotechnology,healthcare
FUSE,50086980,United States,software-application,technology
ODYS,50047044,Israel,scientific-technical-instruments,technology
SOGP,50003200,Singapore,internet-content-information,communication-services
HOWL,49996404,United States,biotechnology,healthcare
MAIA,49993616,United States,biotechnology,healthcare
IPSC,49987100,United States,biotechnology,healthcare
ACCL,49940640,Hong Kong,consulting-services,industrials
IPST,49708468,United States,beverages-wineries-distilleries,consumer-defensive
BRFH,49664464,United States,beverages-non-alcoholic,consumer-defensive
SKIL,49660780,United States,education-training-services,consumer-defensive
ATNM,49601468,United States,biotechnology,healthcare
BDMD,49579964,China,medical-devices,healthcare
RAIN,49460556,United States,pollution-treatment-controls,industrials
HFBL,49443060,United States,banks-regional,financial-services
ABVC,49331208,United States,biotechnology,healthcare
BGSF,49279064,United States,staffing-employment-services,industrials
UONEK,49265172,United States,broadcasting,communication-services
TCBS,48832604,United States,banks-regional,financial-services
TELO,48820980,United States,biotechnology,healthcare
POAS,48817428,Singapore,medical-devices,healthcare
VNCE,48688908,United States,apparel-manufacturing,consumer-cyclical
VOC,48620000,United States,oil-gas-e-p,energy
AIRG,48430684,United States,communication-equipment,technology
CRT,48360004,United States,oil-gas-e-p,energy
SMXT,48356780,United States,solar,technology
OPHC,48327228,United States,banks-regional,financial-services
HGBL,48290756,United States,capital-markets,financial-services
IBO,48230388,United States,biotechnology,healthcare
EVAX,48206444,Denmark,biotechnology,healthcare
TGE,47976460,France,asset-management,financial-services
LIVE,47963924,United States,home-improvement-retail,consumer-cyclical
CVM,47960136,United States,biotechnology,healthcare
STI,47940500,United States,electrical-equipment-parts,industrials
PED,47759676,United States,oil-gas-e-p,energy
PTN,47674900,United States,biotechnology,healthcare
APT,47442248,Canada,building-products-equipment,industrials
NXN,47306748,United States,asset-management,financial-services
AAME,47117596,United States,insurance-life,financial-services
MCRP,47099404,United Arab Emirates,computer-hardware,technology
PRT,47081384,United States,oil-gas-e-p,energy
CULP,46978928,United States,textile-manufacturing,consumer-cyclical
GAME,46549464,United States,electronic-gaming-multimedia,communication-services
LOOP,46361560,Canada,specialty-chemicals,basic-materials
CHAI,46220024,United States,internet-content-information,communication-services
UAVS,46164176,United States,computer-hardware,technology
NAMI,46147852,China,internet-content-information,communication-services
KZR,45989420,United States,biotechnology,healthcare
JSPR,45893824,United States,biotechnology,healthcare
MDAI,45726456,United States,medical-devices,healthcare
DAIC,45548248,United States,information-technology-services,technology
BCAB,45405128,United States,biotechnology,healthcare
SVRN,45276624,Greece,marine-shipping,industrials
DXST,45262496,China,waste-management,industrials
MDCX,45217736,United States,drug-manufacturers-general,healthcare
TPCS,45058280,United States,metal-fabrication,industrials
AWRE,44884760,United States,software-application,technology
TECTP,44811360,United States,banks-regional,financial-services
XTIA,44590072,United States,aerospace-defense,industrials
CIGL,44526020,Singapore,security-protection-services,industrials
TRT,44506176,United States,semiconductor-equipment-materials,technology
CPIX,44431012,United States,drug-manufacturers-specialty-generic,healthcare
UPLD,44203760,United States,software-application,technology
MKTW,44143840,United States,financial-data-stock-exchanges,financial-services
ICCM,44136452,Israel,medical-devices,healthcare
CMBM,44060340,United States,communication-equipment,technology
ATCH,43851168,United States,capital-markets,financial-services
INDO,43718464,Indonesia,oil-gas-e-p,energy
RYOJ,43551000,Japan,consulting-services,industrials
KOSS,43499612,United States,consumer-electronics,technology
CNVS,43471416,United States,entertainment,communication-services
OKUR,43354240,United States,biotechnology,healthcare
CVU,43247616,United States,aerospace-defense,industrials
QRHC,42992392,United States,waste-management,industrials
PPSI,42938680,United States,electrical-equipment-parts,industrials
HOLO,42827908,China,electronic-components,technology
SIF,42651772,United States,aerospace-defense,industrials
TACT,42472856,United States,computer-hardware,technology
BRIA,42375000,Singapore,apparel-retail,consumer-cyclical
BOF,42282252,United States,packaged-foods,consumer-defensive
PRPO,42153288,United States,diagnostics-research,healthcare
AGRZ,41829824,Malaysia,farm-products,consumer-defensive
UEIC,41702248,United States,consumer-electronics,technology
RCON,41653304,China,oil-gas-equipment-services,energy
SST,41491404,United States,specialty-business-services,industrials
SPCB,41214852,Israel,security-protection-services,industrials
IBIO,41151776,United States,biotechnology,healthcare
TOP,41145708,Singapore,capital-markets,financial-services
PMEC,41107248,Singapore,specialty-business-services,industrials
BTAI,40895952,United States,biotechnology,healthcare
CNTY,40807864,United States,resorts-casinos,consumer-cyclical
JG,40671288,China,software-infrastructure,technology
FGEN,40616268,United States,biotechnology,healthcare
BRLS,40576384,Canada,packaged-foods,consumer-defensive
RAVE,40502964,United States,restaurants,consumer-cyclical
ABLV,40307116,China,specialty-retail,consumer-cyclical
RDI,40277612,United States,entertainment,communication-services
CNF,40257732,China,mortgage-finance,financial-services
INUV,40165332,United States,software-application,technology
ICMB,40086940,United States,asset-management,financial-services
AIFU,39803296,China,insurance-brokers,financial-services
CELU,39660432,United States,biotechnology,healthcare
TVRD,39589268,United States,biotechnology,healthcare
APWC,39440184,Taiwan,electrical-equipment-parts,industrials
CTSO,39321776,United States,medical-devices,healthcare
MGLD,39206192,United States,asset-management,financial-services
ACFN,39147304,United States,scientific-technical-instruments,technology
ELWT,39056796,United States,telecom-services,communication-services
